date,close,open,high,low,ma20,ma60,ret_1d,ret_5d,ret_20d,rolling_high_20d,drawdown_20d,close_vs_ma20_score,ma20_vs_ma60_score,return_5d_score,return_20d_score,drawdown_20d_score,price_trend_score_raw,price_trend_score,price_trend_label
2025-05-23,7214.16,7206.36,7223.25,7177.25,6909.207,,0.0065829680004687585,0.015145225588296896,0.10337444002771368,7223.25,-0.0012584362994496612,87.06859629477009,,61.844396632392986,93.76541501039263,98.74156370055034,,,Breakdown
2025-05-26,7188.35,7231.48,7240.08,7129.39,6936.905499999999,,-0.0035776861062132292,0.006618037302428714,0.08349988996711066,7240.08,-0.007144948674600249,83.12367921114111,,56.301724246578665,86.3124587376665,92.85505132539976,,,Breakdown
2025-05-27,7198.97,7204.17,7212.57,7162.96,6966.1799999999985,,0.0014773904999061394,0.01471118879147526,0.08852979066996514,7240.08,-0.005678114053988326,81.70858347042436,,61.56227271445892,88.19867150123693,94.32188594601168,,,Breakdown
2025-05-28,7175.82,7223.51,7237.34,7166.68,6991.025,,-0.003215737806936292,0.004670659688678747,0.0743982560054619,7240.08,-0.00887559253488912,78.21658841157058,,55.03592879764118,82.75930240218476,91.12440746511088,,,Breakdown
2025-06-02,7065.07,7134.49,7152.91,7035.84,7008.13,,-0.015433776209548222,-0.014219378315552644,0.05088524863267274,7240.08,-0.02417238483552675,66.09363696164311,,43.468373010668415,73.3540994530691,79.37071137335494,,,Breakdown
2025-06-03,7044.82,7071.64,7090.35,6994.16,7022.9169999999995,,-0.002866213639779902,-0.023473280326469115,0.04381930574241233,7240.08,-0.026969315256185067,62.33909214646849,,38.263359836765446,70.52772229696492,77.2730135578612,,,Breakdown
2025-06-04,7069.04,7083.24,7094.45,7052.91,7038.0295,,0.003437987059995873,-0.01659768931674177,0.04466667356309273,7240.08,-0.02362404835305687,63.304600385661885,,42.04138640995494,70.86666942523709,79.78196373520734,,,Breakdown
2025-06-05,7113.42,7100.24,7136.64,7083.89,7052.914,,0.006278080191935542,-0.011883644465805587,0.04367690621547515,7240.08,-0.01749428183113999,66.43414906235917,,44.86981332051665,70.47076248619007,84.379288626645,,,Breakdown
2025-06-10,7230.75,7136.86,7230.75,7133.38,7072.854000000001,,0.01649417579729584,0.00765487428614442,0.058372792540928975,7240.08,-0.0012886597938144284,76.16211362485342,,56.975668285993876,76.3491170163716,98.71134020618557,,,Breakdown
2025-06-11,7222.46,7232.68,7239.96,7172.2,7089.067,,-0.001146492410884048,0.022277203198269868,0.047006465454756396,7240.08,-0.0024336747660246294,74.11254118489785,,66.51813546551324,71.80258618190256,97.56632523397538,,,Breakdown
2025-06-12,7204.37,7219.56,7237.27,7191.9,7102.973999999999,,-0.0025046867687741337,0.022647846218923906,0.040157488272841046,7240.08,-0.004932265941812841,70.70636046253315,,66.76523081261594,69.06299530913643,95.06773405818716,,,Breakdown
2025-06-13,7166.06,7191.12,7192.66,7149.61,7119.889499999999,,-0.005317605842009687,0.01372463587700734,0.049549265863571446,7240.08,-0.010223643937635973,64.86354107040576,,60.92101332005477,72.81970634542859,89.83226704677303,,,Breakdown
2025-06-16,7117.59,7158.9,7211.54,7117.59,7134.129000000001,,-0.006763828379890757,0.0005862159130207711,0.04167983842641387,7240.08,-0.01691832134451554,58.29991860253715,,52.3810403434635,69.67193537056555,84.81125899161334,,,Breakdown
2025-06-17,7155.85,7163.03,7181.47,7143.6,7142.9275,,0.005375414992996319,-0.010358538187601463,0.02521103514673606,7240.08,-0.011633849349730885,61.35684913503614,,45.78487708743912,62.92478189691896,88.77461298770184,,,Breakdown
2025-06-18,7107.79,7155.12,7166.67,7089.46,7146.308999999999,,-0.006716183262645337,-0.01587686190023896,0.009606315765550821,7240.08,-0.01827189754809344,56.0472928519231,,42.47388285985662,56.16273683173869,83.79607683892992,,,Breakdown
2025-06-19,6968.64,7107.79,7115.9,6935.01,7139.414500000001,,-0.01957711187302935,-0.03272041830166961,-0.019403281207565404,7240.08,-0.037491298438691256,42.458696951503036,,33.639790849165195,45.40288438942776,69.38152617098156,,,Breakdown
2025-06-20,6907.14,6948.28,6956.81,6873.72,7127.717,,-0.00882525141204027,-0.03613143066064195,-0.032761105097401044,7240.08,-0.04598567971624612,37.62145017822682,,31.934284669679027,40.861224266883646,63.01074021281541,,,Breakdown
2025-06-23,6787.14,6833.48,6834.77,6745.15,7112.344,,-0.017373326731469185,-0.04642723168937801,-0.04333718602881065,7240.08,-0.0625600822090363,31.710445951433197,,26.786384155310994,37.26535675020438,53.71995889548185,,,Breakdown
2025-06-24,6869.17,6864.28,6924.97,6852.11,7098.6795,,0.012086092227359346,-0.04006232662786391,-0.038262727407643915,7240.08,-0.05123009690500657,37.06748205775452,,29.968836686068048,38.99067268140107,59.38495154749671,,,Breakdown
2025-06-25,6832.14,6908.92,6918.78,6814.74,7081.9375,,-0.005390753176875762,-0.03878139337262354,-0.046719817831220256,7240.08,-0.05634468127423997,35.8910079339164,,30.60930331368823,36.115261937385114,56.82765936288001,,,Breakdown
2025-06-26,6897.4,6842.01,6897.4,6817.41,7066.099499999999,,0.009551911992435658,-0.010222941635670724,-0.043908091863779086,7240.08,-0.04733096871857778,42.49204293448368,,45.866235018597564,37.07124876631511,62.00177346106666,,,Breakdown
2025-06-30,6927.68,6936.06,6949.28,6876.26,7053.066000000001,,0.004390060022617215,0.0029737344255365006,-0.03626284195955953,7239.96,-0.04313283498803855,46.963154274561774,,53.93292737659873,39.67063373374976,65.15037375897109,,,Breakdown
2025-07-01,6915.36,6954.39,6971.24,6885.14,7038.885500000001,,-0.00177837313501783,0.018891609720736557,-0.03939591358208194,7239.96,-0.04483450184807658,47.1307230858255,,64.27954631847876,38.60538938209214,63.874123613942565,,,Breakdown
2025-07-02,6881.25,6896.42,6905.37,6838.4,7024.157000000001,,-0.0049324980912056615,0.0017585821867853735,-0.04105036079500313,7239.96,-0.04954585384449639,45.080278435310134,,53.14307842141049,38.04287732969894,60.34060961662771,,,Breakdown
2025-07-03,6878.05,6898.63,6922.73,6877.44,7014.806,,-0.00046503178928247735,0.006719710076198648,-0.026471075304278613,7239.96,-0.04998784523671396,45.703420260897765,,56.36781154952912,42.999834396545275,60.009116072464536,,,Breakdown
2025-07-04,6865.19,6893.22,6916.67,6843.69,7005.8245,6812.08,-0.00186971598054686,-0.004669875605300522,-0.02549816744785527,7239.96,-0.0517640981441887,45.279110736121524,79.22065653955917,49.19807463681968,43.330623067729206,59.11795092790565,55.63990083604014,56.0,Recovery / Constructive Trend
2025-07-07,6900.93,6874.01,6900.93,6844.86,6997.419,6822.7925,0.005205973906039052,-0.0038613215391011257,-0.02378116406188102,7239.96,-0.04682760678235787,49.88790009573532,77.7972893796785,49.683207076539325,43.914404218960456,62.379294913231604,57.17742391311532,57.0,Recovery / Constructive Trend
2025-07-08,6904.39,6892.34,6916.83,6885.28,6986.967500000001,6835.178666666666,0.0005013816978292063,-0.0015863237777931083,-0.02938530270952644,7239.96,-0.046349703589522506,51.332887503293335,76.10350151295737,51.04820573332414,42.00899707876101,62.73772230785812,57.21050456849213,57.0,Recovery / Constructive Trend
2025-07-09,6943.92,6918.7,6943.92,6907.21,6972.625999999999,6846.983666666666,0.00572534286157067,0.00910735694822895,-0.03966808422362822,7239.96,-0.04088972867253404,56.98089834924943,73.76252005079992,57.91978201634882,38.512851363966405,66.83270349559947,59.57905397489949,60.0,Recovery / Constructive Trend
2025-07-10,7005.37,6968.8,7013.63,6955.46,6961.7715,6855.867166666666,0.008849468311846964,0.018511060547684366,-0.030057625795089193,7237.27,-0.03204246905255714,64.69691873684735,71.58544179300647,64.03218935599483,41.78040722966968,73.46814821058214,63.72574984601346,64.0,Recovery / Constructive Trend
2025-07-11,7047.44,7036.3,7055.79,7026.49,6953.925,6864.814166666666,0.006005393005651394,0.026546971023380328,-0.021782612497692422,7211.54,-0.02275519514555846,70.08585079649255,69.73560585580319,69.36464734892022,44.59391175078458,80.43360364083115,67.0650332993834,67.0,Recovery / Constructive Trend
2025-07-14,7097.15,7130.54,7136.3,7071.34,6950.479500000001,6883.164333333333,0.007053625146152376,0.02843384877110755,-0.009616162856576849,7211.54,-0.015862076616090404,75.55110658192704,67.33476240796821,70.62256584740503,48.73050462876387,85.6034425379322,69.49345569415898,70.0,Recovery / Constructive Trend
2025-07-15,7140.47,7122.08,7161.84,7079.0,6951.6235,6902.705666666667,0.006103858591124611,0.03419273824334956,0.003214571224248619,7181.47,-0.005709137544263276,78.5829062088878,65.3150716214323,74.46182549556637,53.39298086384107,94.29086245573673,72.23403824228753,72.0,Healthy Uptrend
2025-07-16,7192.02,7182.65,7216.81,7142.86,6953.432000000001,6918.338999999999,0.007219412727733632,0.035729098261500836,0.00505460567228222,7216.81,-0.003435035701369382,82.15613239620373,63.804345233733244,75.48606550766722,54.19032912465563,96.56496429863061,73.48018492738927,74.0,Healthy Uptrend
2025-07-17,7287.02,7229.26,7291.56,7226.12,6962.3935,6935.418833333333,0.0132090845131132,0.040204871405792986,0.025215995407855463,7291.56,-0.0006226376797283661,88.31285211041289,62.91705526171909,78.46991427052865,62.926931343404036,99.37736232027163,77.29387823619714,77.0,Healthy Uptrend
2025-07-18,7311.92,7346.04,7401.58,7311.92,6979.5575,6951.1421666666665,0.0034170346726096756,0.037528520994857706,0.04926068788171012,7401.58,-0.012113629792557812,88.80971143227917,63.06589902623438,76.68568066323847,72.70427515268405,88.41477765558164,77.49364335735082,78.0,Healthy Uptrend
2025-07-21,7398.19,7366.31,7408.01,7306.87,7004.110000000001,6967.084,0.011798542653639554,0.04241702655291202,0.07109310076239939,7408.01,-0.0013255921630775935,92.08803592938047,63.985813864164854,79.94468436860801,81.43724030495976,98.6744078369224,81.69482794801316,82.0,Healthy Uptrend
2025-07-22,7344.74,7440.29,7457.38,7344.74,7031.99,6982.828833333333,-0.007224740105350014,0.02860736057990576,0.08215537030324982,7457.38,-0.01510450050822143,87.23765960986856,65.2802203634138,70.73824038660383,85.80826386371868,86.17162461883393,78.12740309257597,78.0,Healthy Uptrend
2025-07-23,7469.23,7378.23,7469.23,7355.0,7061.993,7000.0115,0.016949544844337527,0.03854410860926394,0.0873555320366215,7469.23,0.0,92.55533860389458,66.64086409000907,77.36273907284263,87.75832451373306,100.0,83.06311409529913,83.0,Healthy Uptrend
2025-07-24,7530.9,7485.08,7568.22,7478.36,7096.931,7018.093666666667,0.008256540500158671,0.03346772754843541,0.10227542175657978,7568.22,-0.0049311462933160355,93.71627538720614,68.42507991605117,73.97848503229028,93.35328315871742,95.06885370668397,83.5267274461087,84.0,Healthy Uptrend
2025-07-25,7543.5,7542.38,7552.77,7515.13,7129.236,7034.8475,0.0016731067999840032,0.03167157189903613,0.09367297822367848,7568.22,-0.0032662898277270314,92.7025897305125,70.06295801010614,72.78104793269075,90.12736683387944,96.73371017227296,83.07520205052765,83.0,Healthy Uptrend
2025-07-28,7614.77,7630.75,7669.45,7614.77,7163.5905,7051.187333333333,0.009447869026314004,0.029274728007796513,0.09918038939442941,7669.45,-0.00712958556350185,94.32743770971646,71.95577014405424,71.18315200519767,92.19264602291103,92.87041443649815,83.63974259705451,84.0,Healthy Uptrend
2025-07-29,7617.91,7625.79,7680.19,7565.79,7198.717999999999,7067.927833333333,0.0004123565124094508,0.037192603141840364,0.10159268642558028,7680.19,-0.00810917438240455,92.74382651651777,73.87855497581353,76.46173542789357,93.0972574095926,91.89082561759545,84.73880495768586,85.0,Healthy Uptrend
2025-07-30,7549.89,7642.25,7667.56,7528.13,7232.15,7082.444,-0.00892895820507189,0.01079897124603213,0.09716839237057218,7680.19,-0.016965726108338353,86.96718818055498,75.56880929803327,59.01933130992089,91.43814713896457,84.77570541874624,78.9795176533783,79.0,Healthy Uptrend
2025-07-31,7484.34,7551.24,7566.75,7476.38,7262.4645,7095.1335,-0.008682245701593039,-0.006182527984702979,0.08814853047011861,7680.19,-0.025500671207352887,80.27549635526614,76.79195571161561,48.29048320917821,88.05569892629448,78.37449659448534,73.9845389747121,74.0,Healthy Uptrend
2025-08-01,7537.77,7545.15,7579.61,7523.62,7296.0935,7108.278333333333,0.0071389060358026946,-0.0007595943527539673,0.09796961191168796,7680.19,-0.01854381206714928,81.56204789590487,78.21101663858126,51.544243388347624,91.73860446688299,83.59214094963804,76.45022197108254,77.0,Healthy Uptrend
2025-08-04,7464.65,7552.5,7560.06,7448.04,7324.2795,7119.909333333333,-0.009700481707454744,-0.01971431835761306,0.08168754066480877,7680.19,-0.02806440986486014,74.37381997778763,79.35202030662563,40.171408985432166,85.63282774930329,76.45169260135489,70.67452628961013,71.0,Healthy Uptrend
2025-08-05,7515.19,7502.69,7546.94,7463.06,7354.8195,7131.567,0.006770578660754367,-0.013484013331740652,0.08846545458758848,7680.19,-0.02148384349866339,75.9024089578269,80.65241552102081,43.90959200095561,88.17454547034568,81.38711737600245,73.0806385259465,73.0,Healthy Uptrend
2025-08-06,7503.75,7534.45,7549.27,7502.01,7382.811,7142.763666666667,-0.0015222502691215611,-0.006111347317643068,0.08062160854387712,7680.19,-0.022973389981237435,72.28586916284324,81.80353323557159,48.33319160941416,85.23310320395392,80.26995751407192,72.61524361162898,73.0,Healthy Uptrend
2025-08-07,7490.18,7546.34,7580.55,7490.18,7407.051500000001,7152.63,-0.00180842911877388,0.000780295924557084,0.06920548093819456,7680.19,-0.024740273352612308,68.41716504873763,82.78517132858836,52.50719235096211,80.68219237527782,78.94479498554077,71.71968917180655,72.0,Healthy Uptrend
2025-08-08,7533.38,7639.19,7648.9,7516.98,7431.3485,7162.7491666666665,0.005767551647623881,-0.0005824003650947152,0.06895269771718526,7680.19,-0.019115412509325913,70.2974076643021,83.74973750186004,51.65055978094317,80.5810790868741,83.16344061800557,72.76027455577594,73.0,Healthy Uptrend
2025-08-11,7605.92,7589.46,7630.11,7559.35,7456.786999999999,7175.718666666667,0.00962914389025915,0.018925200779674967,0.07168652205462767,7680.19,-0.009670333676640719,74.99972441213632,84.58468178518325,64.30138050678873,81.67460882185107,90.32966632335928,77.79052182690805,78.0,Healthy Uptrend
2025-08-12,7791.7,7666.09,7800.83,7646.91,7489.348499999998,7191.700333333333,0.024425710499190068,0.036793480936609724,0.09120267993563447,7800.83,-0.0011703882791959108,85.18543402006212,85.69386604493751,76.19565395773981,89.20100497586293,98.82961172080408,85.48133942726083,86.0,Strong Uptrend / Momentum Expansion
2025-08-13,7892.91,7846.12,7903.05,7835.3,7524.392999999999,7206.9175,0.012989463146681812,0.05186206896551715,0.09745384467785123,7903.05,-0.0012830489494563002,89.48815472557064,87.02574817874626,85.93103448275858,91.5451917541942,98.7169510505437,89.39256422709298,89.0,Strong Uptrend / Momentum Expansion
2025-08-14,7931.25,7909.02,7973.98,7905.55,7556.6044999999995,7221.768999999999,0.004857524031060878,0.058886435305960605,0.08840788141105693,7973.98,-0.005358679103784958,89.78927539478882,88.18237401390155,89.44321765298031,88.15295552914635,94.64132089621503,89.55809507150155,90.0,Strong Uptrend / Momentum Expansion
2025-08-15,7898.38,7967.77,8017.07,7898.37,7585.9275,7234.9664999999995,-0.004144365642237968,0.04845102729452111,0.08020601975951602,8017.07,-0.014804660555539528,85.59421870298661,89.25450069464729,83.96735152968074,85.07725740981851,86.39650458334536,86.18660016030125,86.0,Strong Uptrend / Momentum Expansion
2025-08-19,7862.95,7905.35,7931.76,7854.1,7609.1655,7246.9974999999995,-0.004485729985136189,0.03379341355154919,0.0628207710264268,8017.07,-0.019223980830902043,81.6762373613769,89.98745169982475,74.19560903436613,78.12830841057072,83.08201437682347,81.86630363951043,82.0,Healthy Uptrend
2025-08-20,7943.83,7874.9,7952.34,7863.86,7639.12,7261.151333333333,0.010286215733280812,0.019524622354556875,0.08156721681094226,8017.07,-0.009135507111700414,84.94405114725262,90.68451495341375,64.69100453046197,85.58770630410335,90.86449288829958,83.01715022306706,83.0,Healthy Uptrend
2025-08-21,7890.71,7903.29,7932.31,7848.88,7660.194,7273.622166666667,-0.006686950752974319,-0.0002787311650582769,0.0564288420627026,8017.07,-0.01576136917851534,80.04635522285724,91.04902914831548,51.83276130096503,75.57153682508104,85.6789731161135,77.04634394950254,77.0,Healthy Uptrend
2025-08-22,7858.85,7910.1,7913.39,7858.85,7676.5914999999995,7285.153333333334,-0.004037659475509714,-0.00912844759653264,0.04354725198847431,8017.07,-0.01973538961241439,76.87105631451146,91.24364804035231,46.52293144208041,70.41890079538973,82.6984577906892,74.00949609123496,74.0,Healthy Uptrend
2025-08-25,7926.91,7921.02,7951.98,7915.05,7695.762,7297.032499999999,0.008660300171144497,0.0036121331209690855,0.05082653940478554,8017.07,-0.01124600383930785,80.01787607257089,91.54756402688355,54.34788652862991,73.33061576191422,89.06549712051911,77.66797321055718,78.0,Healthy Uptrend
2025-08-26,7905.76,7971.79,7978.07,7881.21,7710.311500000001,7308.989333333333,-0.0026681266723098673,0.005444521458231266,0.03821389221210891,8017.07,-0.013884124748817173,77.67448792438542,91.63600822512264,55.538938947850326,68.28555688484357,87.08690643838712,76.2706603997316,76.0,Healthy Uptrend
2025-08-27,7936.18,7923.0,7945.44,7894.76,7726.225,7321.2761666666665,0.003847827406852744,-0.0009630115448089338,0.04177917565316469,8017.07,-0.010089721057693124,78.5871657892438,91.77041197530748,51.42219307311464,69.71167026126588,89.93270920673015,76.25321280508584,76.0,Healthy Uptrend
2025-08-28,7952.09,7951.87,8022.76,7941.94,7746.334999999999,7334.214000000001,0.0020047428359739605,0.007778767690106436,0.05327229933151334,8022.76,-0.008808689279001247,78.28079666061444,92.06385669502775,57.05619899856919,74.30891973260533,91.19131072099876,78.17691200364578,78.0,Healthy Uptrend
2025-08-29,7830.49,7899.89,7913.86,7765.6,7763.6425,7346.9710000000005,-0.015291577434360049,-0.0036086704797776425,0.046249903131071024,8022.76,-0.023965567959156275,66.4577451885503,92.23779069406058,49.834797712133415,71.4999612524284,79.52582403063279,71.64130736343446,72.0,Healthy Uptrend
2025-09-01,7736.07,7620.1,7783.42,7547.56,7773.5575,7358.4918333333335,-0.012057993816478874,-0.024074954805844873,0.02630751535268372,8022.76,-0.035734585105375305,56.46354538017715,92.13545003821093,37.962522597077566,63.39992331949628,70.69906117096852,64.14532525804267,64.0,Recovery / Constructive Trend
2025-09-02,7801.58,7771.33,7842.3,7771.33,7790.404,7370.700833333334,0.008468123995775567,-0.013177733703021666,0.04513674452251615,8022.76,-0.02756906600720954,61.0759390655477,92.31403255298765,44.093359778187,71.05469780900646,76.82320049459284,68.56048653435887,69.0,Recovery / Constructive Trend
2025-09-03,7885.86,7843.63,7911.62,7840.75,7808.9375,7383.574833333333,0.01080293991729886,-0.006340581992848038,0.04932277161322607,8022.76,-0.017063953053562675,67.38792889557632,92.5364373521959,48.195650804291176,72.72910864529042,84.702035209828,72.36918798535648,72.0,Healthy Uptrend
2025-09-04,7867.35,7873.84,7899.8,7855.74,7827.1175,7394.184833333333,-0.0023472392357966054,-0.010656318024569567,0.04845577211394314,8022.76,-0.01937113910923416,63.85510694070973,92.85014176342948,45.60620918525826,72.38230884557726,82.97164566807439,70.64482025376597,71.0,Healthy Uptrend
2025-09-08,7766.85,7929.06,7934.99,7766.85,7840.950999999999,7403.258000000001,-0.012774314095597594,-0.008127205321761366,0.03693769709139172,8022.76,-0.031898000189460984,53.069624675204246,93.04055772922312,47.12367680694318,67.77507883655669,73.57649985790427,66.12967400752962,66.0,Recovery / Constructive Trend
2025-09-09,7628.6,7748.51,7791.33,7619.72,7845.712000000001,7410.3285000000005,-0.017800009012662765,-0.013892066643657497,0.012639744709546097,8022.76,-0.049130224511265475,39.70668988784354,92.91786772115886,43.664760013805505,57.47722270746998,60.652331616550896,58.56124246717947,59.0,Recovery / Constructive Trend
2025-09-10,7699.01,7682.42,7726.38,7661.28,7850.366499999999,7419.211,0.009229740712581647,-0.013147336821515587,0.012239150556408784,8022.76,-0.040353943032073736,45.86119938901374,92.70446322841242,44.11159790709065,57.30363190777714,67.23454272594469,61.075794263986396,61.0,Recovery / Constructive Trend
2025-09-11,7747.9,7781.17,7819.1,7742.6,7848.176500000001,7429.716166666667,0.006350167099406168,-0.017494604266370395,-0.005621366325705535,8022.76,-0.034260030214041115,50.63016740258052,92.10750648460176,41.50323744017776,50.08873544926012,71.80497733946916,61.21038238129608,61.0,Recovery / Constructive Trend
2025-09-12,7854.06,7819.0,7854.81,7790.79,7846.234000000001,7441.353000000001,0.013701777255772596,-0.0016892600430894467,-0.004922138982960567,8022.76,-0.021027676261037298,60.74806588740534,91.46986486642058,50.98644397414633,50.32647274579341,81.72924280422203,67.01106996994723,67.0,Recovery / Constructive Trend
2025-09-15,7937.12,7891.26,7937.12,7889.19,7846.527500000001,7455.175166666667,0.010575422138358936,0.021922658478018775,0.0007401103230890715,8022.76,-0.010674630675727603,68.65916483438045,90.83134979323427,66.28177231867919,52.3207144733386,89.4940269932043,73.35945123267976,73.0,Healthy Uptrend
2025-09-16,7957.7,7979.32,7985.58,7899.67,7849.4935,7471.659499999999,0.0025928800370915717,0.0431402878640903,0.007510400867013267,8022.76,-0.008109428675418529,70.33886772439519,90.18965108532225,80.4268585760602,55.25450704237242,91.89057132458147,77.21167799267516,77.0,Healthy Uptrend
2025-09-17,8025.18,7964.42,8025.18,7940.51,7857.6050000000005,7490.293500000001,0.008479837138871904,0.042365187212381805,0.020632205469957254,8025.18,0.0,75.66323644418365,89.51916603801973,79.91012480825454,60.94062237031481,100.0,80.20188075995816,80.0,Healthy Uptrend
