date,flow_momentum_v2_score,flow_exhaustion_score,reversal_probability
2025-06-02,49.27286737014027,9.302326084730453,74.12775129721783
2025-06-03,46.87864596799546,14.148613380795336,70.26229035872097
2025-06-04,45.925493691387544,17.724409236819177,67.7355519344635
2025-06-05,45.77218843487476,18.62741693017407,67.13242521584547
2025-06-10,48.15989219761195,10.616949094858324,72.89378742212978
2025-06-11,58.14676341161998,8.603660973794724,78.09650878037115
2025-06-12,60.80486500007537,10.895953140697479,77.78437411561166
2025-06-13,63.93971699890389,8.98683147771803,80.18378791293074
2025-06-16,62.64099573134118,10.171209117839407,78.95367282183282
2025-06-17,60.22085144449257,8.353705874194624,79.07611705328026
2025-06-18,0.0,71.33333333333333,17.200000000000003
2025-06-19,0.0,72.66666666666666,16.400000000000006
2025-06-20,5.924508406650787,74.0,17.969803362660315
2025-06-23,11.179937407775071,75.33333333333333,19.271974963110033
2025-06-24,14.662038406449035,76.66666666666666,19.86481536257962
2025-06-25,66.46086282802293,63.0,48.78434513120917
2025-06-26,64.1291967742936,64.33333333333333,47.05167870971745
2025-06-30,61.73106466768596,65.66666666666666,45.29242586707439
2025-07-01,60.76885079508071,67.0,44.107540318032285
2025-07-02,58.53494271198977,66.32675199441535,43.6179258881467
2025-07-03,36.04614047794146,56.500443207532726,40.518190266656944
2025-07-04,35.56238276756229,56.19021262206678,40.510825533784846
2025-07-07,35.258513184305755,56.07994033077943,40.45544107525464
2025-07-08,35.76550617319966,56.23549879200153,40.564903194078944
2025-07-09,36.725608756640035,56.47037159359135,40.808020546501204
2025-07-10,42.209728547532094,58.85890302413719,41.56854960453052
2025-07-11,44.45201684181595,37.821846237923936,55.08769899397201
2025-07-14,46.30022413499674,38.3126782467218,55.53248270596561
2025-07-15,47.526180181514704,38.800539106810895,55.73014860851934
2025-07-16,48.4672182879495,39.40171659171704,55.74585736014957
2025-07-17,56.79287684310156,5.007607652070644,79.71258614599823
2025-07-18,56.99702303475148,4.9999682004555694,79.79882829362725
2025-07-21,57.36798411565804,6.347929843007444,79.13843574045875
2025-07-22,56.64165165705503,7.671721519510391,78.05362775111578
2025-07-23,58.3038894089725,5.018715260350408,80.31032660737876
2025-07-24,58.01087960824122,5.006139739797976,80.2006679994177
2025-07-25,56.134735034207324,6.341681920989803,78.64888486108904
2025-07-28,56.76256601808456,4.995045927307751,79.70799885084917
2025-07-29,56.62870099453945,6.333939644802779,78.85111661093411
2025-07-30,53.53316193859106,7.63921397073351,76.82973639299632
2025-07-31,51.217275632725965,8.970967873094757,75.10432952923352
2025-08-01,52.943076153936744,4.976164186056997,78.1915319499405
2025-08-04,50.5670273508439,6.306523702481383,76.44289671884873
2025-08-05,52.39698625322925,4.978041894748555,77.97196936444257
2025-08-06,54.02635356872995,5.011689746496367,78.60352757959416
2025-08-07,55.51164309985187,5.036736277521308,79.18261547342796
2025-08-08,54.34661816173795,6.361124216396119,77.9219727348575
2025-08-11,56.975889640294845,5.048743456886324,79.76110978198614
2025-08-12,58.21100456828362,5.033604426844065,80.26423917120701
2025-08-13,59.505492688050396,5.014164591287072,80.79369832044792
2025-08-14,59.798837328543094,4.992240266849627,80.92419077130747
2025-08-15,59.98109898706868,5.0091649178292705,80.9869406441299
2025-08-19,59.29322073537761,4.987462062302426,80.7248110567696
2025-08-20,58.42154932458606,5.004216257540318,80.36608997531023
2025-08-21,56.81312155715719,4.9968729176496,79.72712487227312
2025-08-22,56.05371178571608,4.994496342146298,79.42478690899867
2025-08-25,56.80494556737518,4.971891261325871,79.73884347015455
2025-08-26,58.20768273024906,4.981569226048438,80.29413155647057
2025-08-27,56.82543057750598,6.298840093973289,78.95086817461842
2025-08-28,56.076102246548395,7.643135750302056,77.84455944843813
2025-08-29,54.7111038841698,8.981452013745548,76.49557034542059
2025-09-01,52.310294139299664,10.313647642351734,74.73592907030883
2025-09-02,50.1138595232235,11.630582869777323,73.067194087423
2025-09-03,50.407588296618925,12.971907797543178,72.37989064012166
2025-09-04,50.08416005016824,14.309138488151163,71.4481809271766
2025-09-08,50.032858655139336,15.650550872760535,70.62281293839942
2025-09-09,49.781298969899204,17.00007841595091,69.71247253838914
2025-09-10,49.81108592949381,18.35467539705098,68.91162913356693
2025-09-11,49.59707282036559,19.697273969949975,68.02046474617626
2025-09-12,51.64473341576498,5.03065475666651,77.63950051230609
2025-09-15,53.68911972224445,4.97281262269387,78.49196031528146
2025-09-16,54.05051390028418,6.272464642547426,77.85672677458521
2025-09-17,53.80900673431924,7.544299754872845,76.997022840804
2025-09-18,53.06896532623798,8.800911288502226,75.94703935739386
2025-09-19,52.82627341185635,4.724076601703539,78.29606340372041
2025-09-22,50.99198704084661,6.148287966327877,76.70782203654193
2025-09-23,53.24088083681417,4.888247419697903,78.36340388290692
2025-09-24,53.768396080395576,6.359496420779376,77.6916605796906
2025-09-25,53.58877133345766,7.906841262006413,76.69140377617921
2025-09-26,50.82091011047789,6.783031124348056,76.25854536958232
2025-09-29,54.01594274130944,5.858722733575053,78.09114345637875
2025-09-30,48.733440337665094,11.830850229302529,72.39486599748452
2025-10-01,48.31762449080941,13.799425153122455,71.04739470445028
2025-10-02,49.093104651274984,16.27718262323466,69.8709322865692
2025-10-03,48.554437418711075,18.501234098975118,68.32103450809936
2025-10-06,45.26147353465544,20.275214785371805,65.9394605426391
2025-10-07,52.44291791743474,20.84973648630078,68.46732527519342
2025-10-08,53.646591494072176,21.068449367332104,68.8175669772296
2025-10-09,54.65912678542614,22.724639216074006,68.22886718452605
2025-10-10,56.82443685576716,8.928185989387682,77.37286314867426
2025-10-13,56.81348714203486,11.233247265867636,75.98544649729337
2025-10-14,49.14656941612226,13.405516167606729,71.61531806588486
2025-10-15,45.81449703119358,16.06690868039045,68.68565360424316
2025-10-16,46.47188902865853,15.151985774153518,69.4975641469713
2025-10-17,38.079485914822094,18.128169563013675,64.35489262812064
2025-10-20,42.90697968759932,8.41201549325489,72.11558257908679
2025-10-21,54.27435548241444,6.094513123384733,78.05303431893495
2025-10-22,59.38903049848629,7.861594968838359,79.03865521809149
2025-10-23,62.00560065255122,7.602922336371712,80.24048685919746
2025-10-24,70.03244766440142,9.964385883544697,82.03434753563374
2025-10-27,63.87551282698596,8.536442957395666,80.42833935635699
2025-10-28,51.36274080155387,5.724591040894475,77.11034169608486
2025-10-29,51.180320013790215,3.0036895107101627,78.66991429908998
2025-10-30,48.66767735180129,2.0784397975574764,78.22000706218603
2025-10-31,45.029035056808205,0.231462846961083,77.87273631454663
2025-11-03,49.76938270109579,1.4530139724503066,79.03594469696813
2025-11-04,59.609026001926814,5.53117975482404,80.52490254787631
2025-11-05,59.35624568846059,5.380161668512653,80.51440127427665
2025-11-06,58.36435318112341,6.970771596423951,79.16327831459499
2025-11-07,60.34083364297293,6.569156885588584,80.19483932583603
2025-11-10,57.164789866922824,5.424351580005723,79.6113049987657
2025-11-11,51.3249632096175,3.8977677394344163,78.19132464018635
2025-11-12,51.36181368575241,2.6778041008554387,78.93804301378769
2025-11-13,53.65332720155563,4.984616160315023,78.47056118443324
2025-11-14,50.90104691272617,5.795944527264202,76.88285204873196
2025-11-17,54.4090803568844,4.453712638434786,79.0914045596929
2025-11-18,55.906370969679,7.364967173954552,77.94356808349887
2025-11-19,58.73046834167595,6.963043964245257,79.31436095812322
2025-11-20,61.1093636848373,6.918356471086522,80.292731591283
2025-11-21,61.68955352589462,8.918940565622341,79.32445707098444
2025-11-24,66.88991527483466,7.650239356778821,82.16582249586656
2025-11-25,63.86255159509992,7.724520082246829,80.91030858869188
2025-11-26,58.93531053116561,7.61870979934573,79.00289833285879
2025-11-27,50.89720469386203,7.029536845485396,76.14115977025358
2025-11-28,48.69041809428256,9.030362783008629,74.05794956790785
2025-12-01,35.276697057903014,16.546908593188792,64.18253366724792
2025-12-02,43.57210203819178,5.796293646988139,73.95106462708382
2025-12-03,45.00973748277173,8.32918655933163,73.00638305750971
2025-12-04,51.11501483175577,10.468176142937194,74.16510024693999
2025-12-05,55.248579678223564,6.6757218839224395,78.09399874093597
2025-12-08,65.18313057223304,10.0,80.07325222889321
2025-12-09,58.373379905544795,7.822589964490247,78.65579798352377
2025-12-10,58.56020835122759,8.519999513601412,78.31208363233019
2025-12-11,55.81013557696698,8.530762204324889,77.20559690819186
2025-12-12,55.0741622999475,4.801778239764457,79.14859797612033
2025-12-15,48.76653753608132,4.031796804208286,77.08753693190756
2025-12-16,51.01675225666108,7.398596260478274,75.96754314637747
2025-12-17,47.45980450554331,10.823116885104003,72.49005167115493
2025-12-18,48.60654261217523,5.509982762325306,76.1366273874749
2025-12-19,47.045471822510585,6.047047298349445,75.18996034999458
2025-12-22,51.32938242102444,5.6517205821607215,77.14072061911335
2025-12-23,48.69528714555802,7.399696050499005,75.0382972279238
2025-12-24,51.09245497555719,8.751675680207992,75.18597658209808
2025-12-29,54.024628263441485,5.934218271960842,78.04932034220008
2025-12-30,50.72538910998698,9.015821830496433,74.88066254569694
2026-01-02,50.26056952227676,4.53977267781054,77.38036420222437
2026-01-05,55.813420638290644,6.914449733417374,78.17669841526583
2026-01-06,59.72303890487459,5.202147046526498,80.76792733403394
2026-01-07,56.55852327812494,4.474155573363758,79.93891596723172
2026-01-08,63.8589837689663,6.467652363473936,81.66300208950216
2026-01-09,57.76435234375445,7.011592187400824,78.8987856250613
2026-01-12,55.24967007672039,4.558672338804319,79.36466462740557
2026-01-13,54.23143170370517,3.9839973282261703,79.30217428454637
2026-01-14,59.208612711436515,5.533604036496144,80.36328266267692
2026-01-15,55.10053855488028,3.345088266647938,80.03316246196334
2026-01-19,58.71622973946091,6.217192391384543,79.75617646095364
2026-01-20,58.1608382043719,5.011285750789593,80.25756383127501
2026-01-21,46.6599670414213,15.425864247747981,69.40846826791973
2026-01-22,36.94764183639976,23.359038043156623,60.76363390866592
2026-01-23,34.28586519564402,26.748611612245366,57.66517911091039
2026-01-26,32.491098624093304,28.312096317894603,56.00918165890056
2026-01-27,29.087247369227057,33.28578976717533,51.66342508738562
2026-01-28,22.962234744628258,51.66791925411073,38.18414234538486
2026-01-29,21.342959950416013,68.87028706671111,27.215011740139737
2026-01-30,22.784470680503926,71.41863981186087,26.262604385085048
2026-02-02,26.168902906660065,62.890211347459655,32.73343435418823
2026-02-03,33.77816341176881,66.32209140730686,33.71801052032341
2026-02-04,51.218933297768395,66.59548465310012,40.53028252724729
2026-02-05,62.51363925646986,58.8017014570826,49.72443482833839
2026-02-06,65.03521321470592,47.86242518898126,57.29663017249361
2026-02-09,60.296128320455225,51.13651469777369,53.43654250951788
2026-02-10,55.94057656594659,53.626080700307156,50.20058220619434
2026-02-11,48.795613170847155,51.705662267697285,48.49484790772049
2026-02-12,37.75859479286293,55.236236812853626,41.961695829433
2026-02-13,29.99700090783497,60.73088177124637,35.56027130038616
2026-02-18,35.756670864555765,50.77462656293034,43.8378924080641
2026-02-19,37.058436998230725,50.06663771578664,44.7833921698203
2026-02-20,36.77579643146539,48.04995012819399,45.88034849566976
2026-02-23,47.100997528257196,38.89971447872058,55.50057032407053
2026-02-24,56.535455623981775,40.12594869495984,58.53861303261681
2026-02-25,55.73843743050076,35.06015015552559,61.25928487888495
2026-02-26,54.5991350459877,33.291574237273124,61.8647094760312
2026-02-27,56.40749328602083,25.67616494205465,67.15729834917553
2026-03-02,49.046966282655895,16.448974800585358,69.74940163271114
2026-03-03,41.721034939368714,13.63279973728934,68.50873413337388
2026-03-04,36.86530291414084,18.323875048250752,63.75179613670588
2026-03-05,38.718874674202354,18.876593315553716,64.1615938803487
2026-03-06,39.4681586470631,17.774305094703404,65.1226804020032
2026-03-09,44.78732181868975,7.176140346018675,73.6092445198647
2026-03-10,47.07282678867752,15.045435868605212,69.80186919430788
2026-03-11,49.33243973048644,18.289413338083193,68.75932788934466
2026-03-12,51.26082987131656,11.415823761695815,73.65483769150913
2026-03-13,49.948296748145026,12.132016175563573,72.70010899391987
2026-03-16,48.181400228079376,5.871872045463336,75.74943686395375
2026-03-17,52.99921980088837,5.755814570469573,77.74619917807361
2026-03-25,56.91892255699041,5.837104994464564,79.26530602611743
2026-03-26,50.09502660546738,6.095752011008044,76.38055943558213
2026-03-27,48.59816608461857,12.51625409988436,71.92951397391681
2026-03-30,47.687686258408,18.816341368630766,67.78526968218475
2026-03-31,40.414800809062235,23.777539427881482,61.89939666689601
2026-04-01,37.002874831407766,26.968404760866253,58.620107076043354
2026-04-02,42.07897110090599,29.066933136028272,59.39142855874543
2026-04-06,46.06554190837406,28.81812815732323,61.13533986895568
2026-04-07,47.86882899720308,28.408383401954683,62.10250155770842
2026-04-08,56.430437947136724,15.82532703234204,73.07697895944946
2026-04-09,53.89642866840638,19.922750353702472,69.60492125514108
2026-04-10,56.25608429859867,16.177956870495997,72.79565959714188
2026-04-13,58.07655082330052,13.731081724789146,74.99197129444673
2026-04-14,58.335323109529185,15.698775842627319,73.91486373823528
2026-04-15,51.28762703436213,14.053517471112926,72.0829403310771
2026-04-16,53.84727071169734,16.83394548967027,71.43854099087677
2026-04-17,48.793006398569645,20.275867655045715,67.35168196640043
2026-04-20,46.76182005118385,13.894153331085674,70.36823602182213
2026-04-21,47.14023873915594,14.065250963579961,70.4169449175144
2026-04-22,49.25392958037903,18.817089428550233,68.41131817502148
2026-04-23,46.08060422949271,21.48048839623327,65.54394865405712
2026-04-24,44.279698808475246,28.564022515375175,60.57346601416499
2026-04-27,42.07927490575208,34.440021093204095,56.16769730637837
2026-04-28,38.74524185755558,38.790079380275095,52.22404911485717
2026-04-29,38.194439985640514,38.571284115720225,52.13500552482407
2026-04-30,37.66919091727985,42.61053033545677,49.501358165637875
2026-05-04,43.35692129784129,40.31464032464403,53.15398432435009
2026-05-05,48.538285770774486,39.001344897786964,56.01450736963761
2026-05-06,51.4803061280491,40.64116768230441,56.20742184183699
2026-05-07,52.091001172599775,42.326216722934085,55.44067043527946
2026-05-08,54.27137819103675,40.73547805926832,57.26726444085371
2026-05-11,49.694271641700595,41.381386955585555,55.048876483328904
2026-05-12,44.43919006256135,43.05267475386404,51.94407117270612
2026-05-13,40.36770971216078,47.98648617532141,47.35519217967146
2026-05-18,39.17864750948199,46.316402201190364,47.88161768307858
2026-05-19,40.52215305969593,20.751819945460394,63.75776925660213
2026-05-20,43.02956233505872,21.28884358495508,64.43851878305043
2026-05-21,44.246807960688315,24.376035161836832,63.073102087173226
2026-05-22,47.091366447791884,28.364465561755882,61.81786724206323
2026-05-25,45.06626274774829,33.139571831690866,58.1427620000848
2026-05-26,39.78372208361865,41.43528546565177,51.052317554056394
2026-05-29,27.50489237970549,62.21829090383088,33.67098240958367
2026-06-02,29.63930157925098,61.411021144951924,35.00910794472924
2026-06-03,29.41559492412698,61.58162325643095,34.81726401579222
2026-06-04,33.29646524082055,62.69062587356555,35.70421057218889
2026-06-05,34.22117714070933,69.890031884064,31.754451725845332
2026-06-08,55.37933578484048,61.062001578205816,45.5145333670127
2026-06-09,56.431109262019746,67.5610525844619,42.03581215413075
2026-06-10,55.18681138171461,75.61156665426651,36.707784560125944
2026-06-11,55.07623599635754,72.63053718986015,38.45217208462692
2026-06-12,64.35200725900518,43.93665801993409,59.378808091641616
2026-06-15,53.01567927715437,36.37462611438825,59.3814960422288
2026-06-17,54.30515159829726,35.59396906733275,60.36567919891925
2026-06-18,57.70983075939548,37.669934505864404,60.48197160023955
2026-06-19,52.32285104512796,40.72140729124933,56.496296043301584
2026-06-22,41.36358975003395,41.484997012343044,51.65443769260776
2026-06-23,41.201984011869804,44.85933780689545,49.565190920610654
2026-06-24,35.17437915355341,46.149529935688726,46.38003370000813
2026-06-25,33.44173784050368,42.4666130256142,47.896727320832944
2026-06-26,40.63376421515313,41.67107744808438,51.250859217210625
2026-06-29,44.430054755447976,43.28171432471527,51.80299330735003
2026-06-30,45.724905534468796,34.587791565194415,57.537287274670874
2026-07-01,49.552072294162635,35.9626512933411,58.24323814166039
2026-07-02,48.6128777207417,36.43912498500672,57.58167609729265
2026-07-03,44.99597709079814,33.07557277353023,58.15304717220111
2026-07-06,47.18305322259541,28.882195612755574,61.543903921384825
2026-07-07,50.38216694592844,28.951185978318613,62.782155191380205
2026-07-08,49.14886076457304,24.649757981980493,64.86968951664093
2026-07-09,51.25150508484908,24.79085979006792,65.62608615989889
